_time,cloudCover,humidity,precipitationIntensity,solarGHI,temperature,temperatureApparent,windSpeed
2022-06-07T22:15:00Z,100,78,0,0,15.13,15.13,0.5
2022-06-07T22:30:00Z,100,78.5,0,0,14.895,14.895,0.5
2022-06-07T22:45:00Z,100,79,0,0,14.66,14.66,0.5
2022-06-07T23:00:00Z,100,79.5,0,0,14.425,14.425,0.5
2022-06-07T23:15:00Z,100,80,0,0,14.19,14.19,0.5
2022-06-07T23:30:00Z,100,80.5,0,0,13.969999999999999,13.969999999999999,0.5775
2022-06-07T23:45:00Z,100,81,0,0,13.75,13.75,0.655
2022-06-08T00:00:00Z,100,81.5,0,0,13.530000000000001,13.530000000000001,0.7325
2022-06-08T00:15:00Z,100,82,0,0,13.31,13.31,0.81
2022-06-08T00:30:00Z,99.5,82,0,0,13.31,13.31,0.765
2022-06-08T00:45:00Z,99,82,0,0,13.31,13.31,0.72
2022-06-08T01:00:00Z,98.5,82,0,0,13.31,13.31,0.675
2022-06-08T01:15:00Z,98,82,0,0,13.31,13.31,0.63
2022-06-08T01:30:00Z,98.5,81.75,0,0,13.31,13.31,0.63
2022-06-08T01:45:00Z,99,81.5,0,0,13.31,13.31,0.63
2022-06-08T02:00:00Z,99.5,81.25,0,0,13.31,13.31,0.63
2022-06-08T02:15:00Z,100,81,0,0,13.31,13.31,0.63
2022-06-08T02:30:00Z,100,82,0,0,13.2025,13.2025,0.645
2022-06-08T02:45:00Z,100,83,0,0,13.095,13.095,0.6599999999999999
2022-06-08T03:00:00Z,100,84,0,0,12.9875,12.9875,0.6749999999999999
2022-06-08T03:15:00Z,100,85,0,0,12.88,12.88,0.69
2022-06-08T03:30:00Z,100,84.5,2.659925,0.1025,13.1125,13.1125,0.6425
2022-06-08T03:45:00Z,100,84,5.31985,0.205,13.345,13.345,0.595
2022-06-08T04:00:00Z,100,83.5,7.979774999999999,0.3075,13.5775,13.5775,0.5475
2022-06-08T04:15:00Z,100,83,10.6397,0.41,13.81,13.81,0.5
2022-06-08T04:30:00Z,98.25,82.5,7.979775,2.03,14.2325,14.2325,0.5325
2022-06-08T04:45:00Z,96.5,82,5.31985,3.65,14.655000000000001,14.655000000000001,0.565
2022-06-08T05:00:00Z,94.75,81.5,2.6599250000000003,5.27,15.0775,15.0775,0.5975
2022-06-08T05:15:00Z,93,81,0,6.89,15.5,15.5,0.63
2022-06-08T05:30:00Z,93.25,78.75,0.205075,16.79,15.8275,15.8275,0.5975
2022-06-08T05:45:00Z,93.5,76.5,0.41015,26.69,16.155,16.155,0.565
2022-06-08T06:00:00Z,93.75,74.25,0.615225,36.59,16.482499999999998,16.482499999999998,0.5325
2022-06-08T06:15:00Z,94,72,0.8203,46.49,16.81,16.81,0.5
2022-06-08T06:30:00Z,95.5,71,0.9943500000000001,34.8675,17.107499999999998,17.107499999999998,0.6575
2022-06-08T06:45:00Z,97,70,1.1684,23.245,17.405,17.405,0.815
2022-06-08T07:00:00Z,98.5,69,1.34245,11.622500000000002,17.7025,17.7025,0.9724999999999999
2022-06-08T07:15:00Z,100,68,1.5165,0,18,18,1.13
2022-06-08T07:30:00Z,100,67.25,1.3395,0,18.3275,18.3275,1.2999999999999998
2022-06-08T07:45:00Z,100,66.5,1.1625,0,18.655,18.655,1.47
2022-06-08T08:00:00Z,100,65.75,0.9855,0,18.982499999999998,18.982499999999998,1.6400000000000001
2022-06-08T08:15:00Z,100,65,0.8085,0,19.31,19.31,1.81
2022-06-08T08:30:00Z,100,65.75,0.606375,0.0225,19.265,19.265,1.9825
2022-06-08T08:45:00Z,100,66.5,0.40425,0.045,19.22,19.22,2.1550000000000002
2022-06-08T09:00:00Z,100,67.25,0.202125,0.06749999999999999,19.174999999999997,19.174999999999997,2.3275
2022-06-08T09:15:00Z,100,68,0,0.09,19.13,19.13,2.5
2022-06-08T09:30:00Z,100,68.25,0,0.36,19.38,19.38,2.5475
2022-06-08T09:45:00Z,100,68.5,0,0.6299999999999999,19.63,19.63,2.5949999999999998
2022-06-08T10:00:00Z,100,68.75,0,0.8999999999999998,19.88,19.88,2.6425
2022-06-08T10:15:00Z,100,69,0,1.17,20.13,20.13,2.69
2022-06-08T10:30:00Z,100,67.75,0,0.8775,20.2225,20.2225,2.565
2022-06-08T10:45:00Z,100,66.5,0,0.585,20.314999999999998,20.314999999999998,2.44
2022-06-08T11:00:00Z,100,65.25,0,0.2925,20.4075,20.4075,2.315
2022-06-08T11:15:00Z,100,64,0,0,20.5,20.5,2.19
2022-06-08T11:30:00Z,100,63.5,0,5.7325,20.5,20.5,2.065
2022-06-08T11:45:00Z,100,63,0,11.465,20.5,20.5,1.94
2022-06-08T12:00:00Z,100,62.5,0,17.1975,20.5,20.5,1.815
2022-06-08T12:15:00Z,100,62,0,22.93,20.5,20.5,1.69
2022-06-08T12:30:00Z,95,60.25,0,42.6875,20.8275,20.8275,1.6749999999999998
2022-06-08T12:45:00Z,90,58.5,0,62.445,21.155,21.155,1.66
2022-06-08T13:00:00Z,85,56.75,0,82.20249999999999,21.482499999999998,21.482499999999998,1.6449999999999998
2022-06-08T13:15:00Z,80,55,0,101.96,21.81,21.81,1.63
2022-06-08T13:30:00Z,80.75,55,0,93.18249999999999,21.81,21.81,1.63
2022-06-08T13:45:00Z,81.5,55,0,84.405,21.81,21.81,1.63
2022-06-08T14:00:00Z,82.25,55,0,75.6275,21.81,21.81,1.63
2022-06-08T14:15:00Z,83,55,0,66.85,21.81,21.81,1.63
2022-06-08T14:30:00Z,83,54,0,66.7725,21.9525,21.9525,1.8175
2022-06-08T14:45:00Z,83,53,0,66.695,22.095,22.095,2.005
2022-06-08T15:00:00Z,83,52,0,66.6175,22.237499999999997,22.237499999999997,2.1925
2022-06-08T15:15:00Z,83,51,0,66.54,22.38,22.38,2.38
2022-06-08T15:30:00Z,87.25,52.75,0.0818,49.905,22.035,22.035,2.505
2022-06-08T15:45:00Z,91.5,54.5,0.1636,33.27,21.689999999999998,21.689999999999998,2.63
2022-06-08T16:00:00Z,95.75,56.25,0.2454,16.634999999999998,21.345,21.345,2.755
2022-06-08T16:15:00Z,100,58,0.3272,0,21,21,2.88
2022-06-08T16:30:00Z,100,59.75,0.35505,0.0575,20.7825,20.7825,2.4425
2022-06-08T16:45:00Z,100,61.5,0.3829,0.115,20.564999999999998,20.564999999999998,2.005
2022-06-08T17:00:00Z,100,63.25,0.41075,0.1725,20.3475,20.3475,1.5675
2022-06-08T17:15:00Z,100,65,0.4386,0.23,20.13,20.13,1.13
2022-06-08T17:30:00Z,99.5,66.75,0.32894999999999996,0.30500000000000005,19.77,19.77,1.0975
2022-06-08T17:45:00Z,99,68.5,0.2193,0.38,19.41,19.41,1.065
2022-06-08T18:00:00Z,98.5,70.25,0.10964999999999997,0.45500000000000007,19.05,19.05,1.0325
2022-06-08T18:15:00Z,98,72,0,0.53,18.69,18.69,1
2022-06-08T18:30:00Z,98.5,74,0,0.41250000000000003,18.19,18.19,1.0325
2022-06-08T18:45:00Z,99,76,0,0.29500000000000004,17.69,17.69,1.065
2022-06-08T19:00:00Z,99.5,78,0,0.17750000000000005,17.19,17.19,1.0975
2022-06-08T19:15:00Z,100,80,0,0.06,16.69,16.69,1.13
2022-06-08T19:30:00Z,99,81.5,0,0.045,16.3625,16.3625,1.1925
2022-06-08T19:45:00Z,98,83,0,0.029999999999999995,16.035,16.035,1.255
2022-06-08T20:00:00Z,97,84.5,0,0.015,15.707500000000001,15.707500000000001,1.3175
2022-06-08T20:15:00Z,96,86,0,0,15.38,15.38,1.38
2022-06-08T20:30:00Z,84,87.25,0,0,15.1125,15.1125,1.41
2022-06-08T20:45:00Z,72,88.5,0,0,14.845,14.845,1.44
2022-06-08T21:00:00Z,60,89.75,0,0,14.5775,14.5775,1.47
2022-06-08T21:15:00Z,48,91,0,0,14.31,14.31,1.5
2022-06-08T21:30:00Z,46,91.5,1.612625,0,14.155000000000001,14.155000000000001,1.4224999999999999
2022-06-08T21:45:00Z,44,92,3.22525,0,14,14,1.345
2022-06-08T22:00:00Z,42,92.5,4.8378749999999995,0,13.844999999999999,13.844999999999999,1.2675
2022-06-08T22:15:00Z,40,93,6.4505,0,13.69,13.69,1.19
2022-06-08T22:30:00Z,44.5,93,5.229175,0,13.565,13.565,1.22
2022-06-08T22:45:00Z,49,93,4.0078499999999995,0,13.44,13.44,1.25
2022-06-08T23:00:00Z,53.5,93,2.786525,0,13.315,13.315,1.28
2022-06-08T23:15:00Z,58,93,1.5652,0,13.19,13.19,1.31
2022-06-08T23:30:00Z,68.25,92.75,1.187525,0,13.2675,13.2675,1.3575
2022-06-08T23:45:00Z,78.5,92.5,0.80985,0,13.344999999999999,13.344999999999999,1.405
2022-06-09T00:00:00Z,88.75,92.25,0.432175,0,13.4225,13.4225,1.4525000000000001
2022-06-09T00:15:00Z,99,92,0.0545,0,13.5,13.5,1.5
2022-06-09T00:30:00Z,99,91.5,0.040875,0,13.5,13.5,1.5775000000000001
2022-06-09T00:45:00Z,99,91,0.02725,0,13.5,13.5,1.655
2022-06-09T01:00:00Z,99,90.5,0.013625000000000005,0,13.5,13.5,1.7325
2022-06-09T01:15:00Z,99,90,0,0,13.5,13.5,1.81
2022-06-09T01:30:00Z,87.75,90,0,0.0225,13.5475,13.5475,1.8900000000000001
2022-06-09T01:45:00Z,76.5,90,0,0.045,13.594999999999999,13.594999999999999,1.97
2022-06-09T02:00:00Z,65.25,90,0,0.06749999999999999,13.6425,13.6425,2.05
2022-06-09T02:15:00Z,54,90,0,0.09,13.69,13.69,2.13
2022-06-09T02:30:00Z,52.25,90,0,0.725,13.675,13.675,2.0675
2022-06-09T02:45:00Z,50.5,90,0,1.36,13.66,13.66,2.005
2022-06-09T03:00:00Z,48.75,90,0,1.995,13.645,13.645,1.9425
2022-06-09T03:15:00Z,47,90,0,2.63,13.63,13.63,1.88
2022-06-09T03:30:00Z,46.25,88.75,0,11.969999999999999,13.9725,13.9725,1.9425
2022-06-09T03:45:00Z,45.5,87.5,0,21.31,14.315000000000001,14.315000000000001,2.005
2022-06-09T04:00:00Z,44.75,86.25,0,30.65,14.6575,14.6575,2.0675
2022-06-09T04:15:00Z,44,85,0,39.99,15,15,2.13
2022-06-09T04:30:00Z,43.25,82.5,0,58.3375,15.625,15.625,2.145
2022-06-09T04:45:00Z,42.5,80,0,76.685,16.25,16.25,2.16
2022-06-09T05:00:00Z,41.75,77.5,0,95.0325,16.875,16.875,2.175
2022-06-09T05:15:00Z,41,75,0,113.38,17.5,17.5,2.19
2022-06-09T05:30:00Z,42,72,0,129.6875,17.9225,17.9225,2.3625
2022-06-09T05:45:00Z,43,69,0,145.995,18.345,18.345,2.535
2022-06-09T06:00:00Z,44,66,0,162.3025,18.767500000000002,18.767500000000002,2.7075
2022-06-09T06:15:00Z,45,63,0,178.61,19.19,19.19,2.88
2022-06-09T06:30:00Z,49.75,62,0,185.0925,19.392500000000002,19.392500000000002,2.9875
2022-06-09T06:45:00Z,54.5,61,0,191.575,19.595,19.595,3.0949999999999998
2022-06-09T07:00:00Z,59.25,60,0,198.0575,19.7975,19.7975,3.2025
2022-06-09T07:15:00Z,64,59,0,204.54,20,20,3.31
2022-06-09T07:30:00Z,62.25,58.5,0,209.99,20.1725,20.1725,3.3275
2022-06-09T07:45:00Z,60.5,58,0,215.44,20.345,20.345,3.3449999999999998
2022-06-09T08:00:00Z,58.75,57.5,0,220.89,20.517500000000002,20.517500000000002,3.3625
2022-06-09T08:15:00Z,57,57,0,226.34,20.69,20.69,3.38
2022-06-09T08:30:00Z,61.25,57.25,0.0039,221.16,20.8,20.8,3.3625
2022-06-09T08:45:00Z,65.5,57.5,0.0078,215.98000000000002,20.91,20.91,3.3449999999999998
2022-06-09T09:00:00Z,69.75,57.75,0.0117,210.8,21.02,21.02,3.3275
2022-06-09T09:15:00Z,74,58,0.0156,205.62,21.13,21.13,3.31
2022-06-09T09:30:00Z,77,57.75,0.013649999999999999,186.14000000000001,21.2225,21.2225,3.2325
2022-06-09T09:45:00Z,80,57.5,0.011699999999999999,166.66,21.314999999999998,21.314999999999998,3.1550000000000002
2022-06-09T10:00:00Z,83,57.25,0.009749999999999998,147.18,21.4075,21.4075,3.0775
2022-06-09T10:15:00Z,86,57,0.0078,127.7,21.5,21.5,3
2022-06-09T10:30:00Z,87,57.25,0.018825,110.1825,21.4525,21.4525,2.9225
2022-06-09T10:45:00Z,88,57.5,0.02985,92.665,21.405,21.405,2.8449999999999998
2022-06-09T11:00:00Z,89,57.75,0.040875,75.14750000000001,21.357499999999998,21.357499999999998,2.7675
2022-06-09T11:15:00Z,90,58,0.0519,57.63,21.31,21.31,2.69
2022-06-09T11:30:00Z,92.5,58.25,0.038925,43.395,21.31,21.31,2.55
2022-06-09T11:45:00Z,95,58.5,0.02595,29.16,21.31,21.31,2.41
2022-06-09T12:00:00Z,97.5,58.75,0.012975,14.924999999999997,21.31,21.31,2.27
2022-06-09T12:15:00Z,100,59,0,0.69,21.31,21.31,2.13
2022-06-09T12:30:00Z,99.25,59.5,0.011625,4.2675,21.232499999999998,21.232499999999998,2.1925
2022-06-09T12:45:00Z,98.5,60,0.02325,7.845000000000001,21.155,21.155,2.255
2022-06-09T13:00:00Z,97.75,60.5,0.034874999999999996,11.422500000000001,21.0775,21.0775,2.3175
2022-06-09T13:15:00Z,97,61,0.0465,15,21,21,2.38
2022-06-09T13:30:00Z,95.75,61.25,0.0409,18.72,21.0325,21.0325,2.255
2022-06-09T13:45:00Z,94.5,61.5,0.0353,22.439999999999998,21.064999999999998,21.064999999999998,2.13
2022-06-09T14:00:00Z,93.25,61.75,0.0297,26.159999999999997,21.0975,21.0975,2.005
2022-06-09T14:15:00Z,92,62,0.0241,29.88,21.13,21.13,1.88
2022-06-09T14:30:00Z,94,61.5,0.24642499999999998,22.6925,21.13,21.13,1.6925
2022-06-09T14:45:00Z,96,61,0.46874999999999994,15.505,21.13,21.13,1.505
2022-06-09T15:00:00Z,98,60.5,0.6910749999999999,8.317499999999999,21.13,21.13,1.3175
2022-06-09T15:15:00Z,100,60,0.9134,1.13,21.13,21.13,1.13
2022-06-09T15:30:00Z,100,67.25,0.8605499999999999,0.8474999999999999,20.27,20.27,1.27
2022-06-09T15:45:00Z,100,74.5,0.8077,0.565,19.41,19.41,1.41
2022-06-09T16:00:00Z,100,81.75,0.75485,0.2825,18.55,18.55,1.5499999999999998
2022-06-09T16:15:00Z,100,89,0.702,0,17.69,17.69,1.69
2022-06-09T16:30:00Z,100,90,0.621875,0,17.44,17.44,1.47
2022-06-09T16:45:00Z,100,91,0.54175,0,17.19,17.19,1.25
2022-06-09T17:00:00Z,100,92,0.46162499999999995,0,16.94,16.94,1.03
2022-06-09T17:15:00Z,100,93,0.3815,0,16.69,16.69,0.81
2022-06-09T17:30:00Z,100,93.5,0.286125,0,16.595,16.595,0.685
2022-06-09T17:45:00Z,100,94,0.19075,0,16.5,16.5,0.56
2022-06-09T18:00:00Z,100,94.5,0.09537499999999999,0,16.405,16.405,0.43500000000000005
2022-06-09T18:15:00Z,100,95,0,0,16.31,16.31,0.31
2022-06-09T18:30:00Z,100,95.5,0,0,16.154999999999998,16.154999999999998,0.39
2022-06-09T18:45:00Z,100,96,0,0,16,16,0.47
2022-06-09T19:00:00Z,100,96.5,0,0,15.844999999999999,15.844999999999999,0.55
2022-06-09T19:15:00Z,100,97,0,0,15.69,15.69,0.63
2022-06-09T19:30:00Z,95,97.25,0.0106,0,15.565,15.565,0.63
2022-06-09T19:45:00Z,90,97.5,0.0212,0,15.44,15.44,0.63
2022-06-09T20:00:00Z,85,97.75,0.0318,0,15.315,15.315,0.63
2022-06-09T20:15:00Z,80,98,0.0424,0,15.19,15.19,0.63
2022-06-09T20:30:00Z,79.75,98,0.0318,0,15.065,15.065,0.5675
2022-06-09T20:45:00Z,79.5,98,0.0212,0,14.94,14.94,0.505
2022-06-09T21:00:00Z,79.25,98,0.010599999999999998,0,14.815,14.815,0.4425
2022-06-09T21:15:00Z,79,98,0,0,14.69,14.69,0.38
2022-06-09T21:30:00Z,83,97.75,0.0425,0,14.6125,14.6125,0.41000000000000003
2022-06-09T21:45:00Z,87,97.5,0.085,0,14.535,14.535,0.44
2022-06-09T22:00:00Z,91,97.25,0.1275,0,14.457500000000001,14.457500000000001,0.47
2022-06-09T22:15:00Z,95,97,0.17,0,14.38,14.38,0.5
2022-06-09T22:30:00Z,92.25,97.25,0.26027500000000003,0,14.255,14.255,0.47
2022-06-09T22:45:00Z,89.5,97.5,0.35055000000000003,0,14.13,14.13,0.44
2022-06-09T23:00:00Z,86.75,97.75,0.440825,0,14.005,14.005,0.41000000000000003
2022-06-09T23:15:00Z,84,98,0.5311,0,13.88,13.88,0.38
2022-06-09T23:30:00Z,88,98,0.432425,0,13.88,13.88,0.3325
2022-06-09T23:45:00Z,92,98,0.33375,0,13.88,13.88,0.28500000000000003
2022-06-10T00:00:00Z,96,98,0.23507499999999998,0,13.88,13.88,0.2375
2022-06-10T00:15:00Z,100,98,0.1364,0,13.88,13.88,0.19
2022-06-10T00:30:00Z,99,97.75,0.1023,0,13.6925,13.6925,0.22
2022-06-10T00:45:00Z,98,97.5,0.0682,0,13.505,13.505,0.25
2022-06-10T01:00:00Z,97,97.25,0.034100000000000005,0,13.3175,13.3175,0.28
2022-06-10T01:15:00Z,96,97,0,0,13.13,13.13,0.31
2022-06-10T01:30:00Z,95.75,97.25,0,0,13.0675,13.0675,0.27999999999999997
2022-06-10T01:45:00Z,95.5,97.5,0,0,13.005,13.005,0.25
2022-06-10T02:00:00Z,95.25,97.75,0,0,12.9425,12.9425,0.22
2022-06-10T02:15:00Z,95,98,0,0,12.88,12.88,0.19
2022-06-10T02:30:00Z,91,98.25,0,0.32,12.7375,12.7375,0.175
2022-06-10T02:45:00Z,87,98.5,0,0.64,12.595,12.595,0.16
2022-06-10T03:00:00Z,83,98.75,0,0.9600000000000001,12.4525,12.4525,0.14500000000000002
2022-06-10T03:15:00Z,79,99,0,1.28,12.31,12.31,0.13
2022-06-10T03:30:00Z,81,98.5,0,2.8075,12.530000000000001,12.530000000000001,0.1925
2022-06-10T03:45:00Z,83,98,0,4.335,12.75,12.75,0.255
2022-06-10T04:00:00Z,85,97.5,0,5.8625,12.969999999999999,12.969999999999999,0.3175
2022-06-10T04:15:00Z,87,97,0,7.39,13.19,13.19,0.38
2022-06-10T04:30:00Z,86,96.5,0,11.3,13.565,13.565,0.41000000000000003
2022-06-10T04:45:00Z,85,96,0,15.21,13.94,13.94,0.44
2022-06-10T05:00:00Z,84,95.5,0,19.12,14.315,14.315,0.47
2022-06-10T05:15:00Z,83,95,0,23.03,14.69,14.69,0.5
2022-06-10T05:30:00Z,83.25,93.25,0.0602,26.4325,14.94,14.94,0.6575
2022-06-10T05:45:00Z,83.5,91.5,0.1204,29.835,15.19,15.19,0.815
2022-06-10T06:00:00Z,83.75,89.75,0.1806,33.2375,15.44,15.44,0.9724999999999999
2022-06-10T06:15:00Z,84,88,0.2408,36.64,15.69,15.69,1.13
2022-06-10T06:30:00Z,84.5,86.5,0.341875,39.95,15.987499999999999,15.987499999999999,1.1925
2022-06-10T06:45:00Z,85,85,0.44294999999999995,43.26,16.285,16.285,1.255
2022-06-10T07:00:00Z,85.5,83.5,0.544025,46.57,16.5825,16.5825,1.3175
2022-06-10T07:15:00Z,86,82,0.6451,49.88,16.88,16.88,1.38
2022-06-10T07:30:00Z,85.5,81,0.483825,57.612500000000004,17.2075,17.2075,1.3624999999999998
2022-06-10T07:45:00Z,85,80,0.32255,65.345,17.535,17.535,1.345
2022-06-10T08:00:00Z,84.5,79,0.16127500000000006,73.0775,17.8625,17.8625,1.3275000000000001
2022-06-10T08:15:00Z,84,78,0,80.81,18.19,18.19,1.31
2022-06-10T08:30:00Z,81.75,77.25,0.0041,84.33500000000001,18.392500000000002,18.392500000000002,1.56
2022-06-10T08:45:00Z,79.5,76.5,0.0082,87.86,18.595,18.595,1.81
2022-06-10T09:00:00Z,77.25,75.75,0.012300000000000002,91.38499999999999,18.7975,18.7975,2.06
2022-06-10T09:15:00Z,75,75,0.0164,94.91,19,19,2.31
2022-06-10T09:30:00Z,79,75.75,0.012300000000000002,84.835,19.0325,19.0325,2.435
2022-06-10T09:45:00Z,83,76.5,0.0082,74.75999999999999,19.064999999999998,19.064999999999998,2.56
2022-06-10T10:00:00Z,87,77.25,0.0040999999999999995,64.685,19.0975,19.0975,2.685
2022-06-10T10:15:00Z,91,78,0,54.61,19.13,19.13,2.81
2022-06-10T10:30:00Z,92.5,78,0,47.37,19.145,19.145,2.81
2022-06-10T10:45:00Z,94,78,0,40.13,19.16,19.16,2.81
2022-06-10T11:00:00Z,95.5,78,0,32.89,19.175,19.175,2.81
2022-06-10T11:15:00Z,97,78,0,25.65,19.19,19.19,2.81
2022-06-10T11:30:00Z,97,77.5,0,26.71,19.22,19.22,2.8275
2022-06-10T11:45:00Z,97,77,0,27.77,19.25,19.25,2.8449999999999998
2022-06-10T12:00:00Z,97,76.5,0,28.83,19.28,19.28,2.8625
2022-06-10T12:15:00Z,97,76,0,29.89,19.31,19.31,2.88
2022-06-10T12:30:00Z,91.75,75.75,0,57.114999999999995,19.39,19.39,2.8325
2022-06-10T12:45:00Z,86.5,75.5,0,84.34,19.47,19.47,2.785
2022-06-10T13:00:00Z,81.25,75.25,0,111.565,19.549999999999997,19.549999999999997,2.7375
2022-06-10T13:15:00Z,76,75,0,138.79,19.63,19.63,2.69
2022-06-10T13:30:00Z,77.75,74.25,0,126.13,19.5975,19.5975,2.675
2022-06-10T13:45:00Z,79.5,73.5,0,113.47,19.564999999999998,19.564999999999998,2.6599999999999997
2022-06-10T14:00:00Z,81.25,72.75,0,100.81,19.5325,19.5325,2.645
2022-06-10T14:15:00Z,83,72,0,88.15,19.5,19.5,2.63
2022-06-10T14:30:00Z,82.75,72,0,86.39500000000001,19.4225,19.4225,2.675
2022-06-10T14:45:00Z,82.5,72,0,84.64,19.345,19.345,2.7199999999999998
2022-06-10T15:00:00Z,82.25,72,0,82.88499999999999,19.267500000000002,19.267500000000002,2.765
2022-06-10T15:15:00Z,82,72,0,81.13,19.19,19.19,2.81
2022-06-10T15:30:00Z,73.5,72,0,103.145,19.1125,19.1125,2.81
2022-06-10T15:45:00Z,65,72,0,125.16,19.035,19.035,2.81
2022-06-10T16:00:00Z,56.5,72,0,147.175,18.9575,18.9575,2.81
2022-06-10T16:15:00Z,48,72,0,169.19,18.88,18.88,2.81
2022-06-10T16:30:00Z,50.75,72.75,0,151.025,18.6925,18.6925,2.8275
2022-06-10T16:45:00Z,53.5,73.5,0,132.86,18.505,18.505,2.8449999999999998
2022-06-10T17:00:00Z,56.25,74.25,0,114.695,18.3175,18.3175,2.8625
2022-06-10T17:15:00Z,59,75,0,96.53,18.13,18.13,2.88
2022-06-10T17:30:00Z,56.5,76.5,0,82.9925,17.755,17.755,2.755
2022-06-10T17:45:00Z,54,78,0,69.455,17.38,17.38,2.63
2022-06-10T18:00:00Z,51.5,79.5,0,55.917500000000004,17.005,17.005,2.505
2022-06-10T18:15:00Z,49,81,0,42.38,16.63,16.63,2.38
2022-06-10T18:30:00Z,47,82.25,0,33.237500000000004,16.255,16.255,2.1925
2022-06-10T18:45:00Z,45,83.5,0,24.095000000000002,15.879999999999999,15.879999999999999,2.005
2022-06-10T19:00:00Z,43,84.75,0,14.952500000000004,15.505,15.505,1.8175
2022-06-10T19:15:00Z,41,86,0,5.81,15.13,15.13,1.63
2022-06-10T19:30:00Z,41.25,87,0,4.3575,14.88,14.88,1.5675
2022-06-10T19:45:00Z,41.5,88,0,2.905,14.63,14.63,1.505
2022-06-10T20:00:00Z,41.75,89,0,1.4524999999999997,14.38,14.38,1.4425
2022-06-10T20:15:00Z,42,90,0,0,14.13,14.13,1.38
2022-06-10T20:30:00Z,43.75,90.5,0,0,13.9425,13.9425,1.3325
2022-06-10T20:45:00Z,45.5,91,0,0,13.755,13.755,1.285
2022-06-10T21:00:00Z,47.25,91.5,0,0,13.5675,13.5675,1.2374999999999998
2022-06-10T21:15:00Z,49,92,0,0,13.38,13.38,1.19
2022-06-10T21:30:00Z,49,92.25,0,0,13.285,13.285,1.1125
2022-06-10T21:45:00Z,49,92.5,0,0,13.190000000000001,13.190000000000001,1.035
2022-06-10T22:00:00Z,49,92.75,0,0,13.095,13.095,0.9575
2022-06-10T22:15:00Z,49,93,0,0,13,13,0.88
2022-06-10T22:30:00Z,52.5,93.25,0,0,12.9225,12.9225,0.91
2022-06-10T22:45:00Z,56,93.5,0,0,12.844999999999999,12.844999999999999,0.9400000000000001
2022-06-10T23:00:00Z,59.5,93.75,0,0,12.7675,12.7675,0.97
2022-06-10T23:15:00Z,63,94,0,0,12.69,12.69,1
2022-06-10T23:30:00Z,62.5,94.25,0,0,12.6425,12.6425,0.97
2022-06-10T23:45:00Z,62,94.5,0,0,12.594999999999999,12.594999999999999,0.94
2022-06-11T00:00:00Z,61.5,94.75,0,0,12.5475,12.5475,0.91
2022-06-11T00:15:00Z,61,95,0,0,12.5,12.5,0.88
2022-06-11T00:30:00Z,60.5,95,0,0,12.4525,12.4525,0.88
2022-06-11T00:45:00Z,60,95,0,0,12.405000000000001,12.405000000000001,0.88
2022-06-11T01:00:00Z,59.5,95,0,0,12.3575,12.3575,0.88
2022-06-11T01:15:00Z,59,95,0,0,12.31,12.31,0.88
2022-06-11T01:30:00Z,58.25,94.75,0,0.0225,12.28,12.28,0.8625
2022-06-11T01:45:00Z,57.5,94.5,0,0.045,12.25,12.25,0.845
2022-06-11T02:00:00Z,56.75,94.25,0,0.06749999999999999,12.219999999999999,12.219999999999999,0.8275
2022-06-11T02:15:00Z,56,94,0,0.09,12.19,12.19,0.81
2022-06-11T02:30:00Z,57.5,94,0,0.705,12.19,12.19,0.765
2022-06-11T02:45:00Z,59,94,0,1.32,12.19,12.19,0.72
2022-06-11T03:00:00Z,60.5,94,0,1.935,12.19,12.19,0.675
2022-06-11T03:15:00Z,62,94,0,2.55,12.19,12.19,0.63
2022-06-11T03:30:00Z,63,94,0,6.717499999999999,12.344999999999999,12.344999999999999,0.5975
2022-06-11T03:45:00Z,64,94,0,10.884999999999998,12.5,12.5,0.565
2022-06-11T04:00:00Z,65,94,0,15.052499999999998,12.655000000000001,12.655000000000001,0.5325
2022-06-11T04:15:00Z,66,94,0,19.22,12.81,12.81,0.5
2022-06-11T04:30:00Z,65.75,93.25,0,27.8025,13.2025,13.2025,0.595
2022-06-11T04:45:00Z,65.5,92.5,0,36.385,13.595,13.595,0.69
2022-06-11T05:00:00Z,65.25,91.75,0,44.9675,13.9875,13.9875,0.785
2022-06-11T05:15:00Z,65,91,0,53.55,14.38,14.38,0.88
2022-06-11T05:30:00Z,66,88.75,0,62.662499999999994,14.7075,14.7075,0.9875
2022-06-11T05:45:00Z,67,86.5,0,71.775,15.035,15.035,1.095
2022-06-11T06:00:00Z,68,84.25,0,80.8875,15.3625,15.3625,1.2025000000000001
2022-06-11T06:15:00Z,69,82,0,90,15.69,15.69,1.31
2022-06-11T06:30:00Z,67.5,80.5,0,104.33500000000001,15.94,15.94,1.2325
2022-06-11T06:45:00Z,66,79,0,118.67,16.19,16.19,1.155
2022-06-11T07:00:00Z,64.5,77.5,0,133.005,16.44,16.44,1.0775000000000001
2022-06-11T07:15:00Z,63,76,0,147.34,16.69,16.69,1
2022-06-11T07:30:00Z,62.5,74.5,0.00635,163.78,17.017500000000002,17.017500000000002,0.97
2022-06-11T07:45:00Z,62,73,0.0127,180.22,17.345,17.345,0.94
2022-06-11T08:00:00Z,61.5,71.5,0.019049999999999997,196.66,17.6725,17.6725,0.91
2022-06-11T08:15:00Z,61,70,0.0254,213.1,18,18,0.88
